Trend_t+1,t,Open_t,High_t,Low_t,Close_t,Volume_t,Return_t,Gap_t,Adj_Open_t,Adj_High_t,Adj_Low_t,Adj_Close_t,Adj_Volume_t,Adj_Return_t,Open_t-1,High_t-1,Low_t-1,Close_t-1,Volume_t-1,Return_t-1,Gap_t-1,Adj_Open_t-1,Adj_High_t-1,Adj_Low_t-1,Adj_Close_t-1,Adj_Volume_t-1,Adj_Return_t-1,Open_t-2,High_t-2,Low_t-2,Close_t-2,Volume_t-2,Return_t-2,Gap_t-2,Adj_Open_t-2,Adj_High_t-2,Adj_Low_t-2,Adj_Close_t-2,Adj_Volume_t-2,Adj_Return_t-2,Open_t-3,High_t-3,Low_t-3,Close_t-3,Volume_t-3,Return_t-3,Gap_t-3,Adj_Open_t-3,Adj_High_t-3,Adj_Low_t-3,Adj_Close_t-3,Adj_Volume_t-3,Adj_Return_t-3,Open_t-4,High_t-4,Low_t-4,Close_t-4,Volume_t-4,Return_t-4,Gap_t-4,Adj_Open_t-4,Adj_High_t-4,Adj_Low_t-4,Adj_Close_t-4,Adj_Volume_t-4,Adj_Return_t-4,Open_t-5,High_t-5,Low_t-5,Close_t-5,Volume_t-5,Return_t-5,Gap_t-5,Adj_Open_t-5,Adj_High_t-5,Adj_Low_t-5,Adj_Close_t-5,Adj_Volume_t-5,Adj_Return_t-5
Bullish,10/7/16,133.93,134.66,132.54,133.85,4299180,-0.00424044,-0.49,123.1683199,123.8396622,121.8900106,123.0947481,4299180,-0.004240441,134.83,135,133.68,134.42,3614860,-0.001782266,0.17,123.9960022,124.1523422,122.9384081,123.6189469,3614860,-0.001782267,132.93,134.9,132.55,134.66,3137532,0.018223062,0.68,122.2486729,124.0603775,121.8992071,123.8396622,3137532,0.018223062,132.77,133.2313,131.69,132.25,2829188,-0.000982021,0.39,122.1015294,122.5257625,121.1083107,121.623313,2829188,-0.000982021,131.28,132.72,130.74,132.38,2435765,0.004858054,-0.46,120.7312554,122.055547,120.234646,121.7428671,2435765,0.004858054,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607
Neither,10/6/16,134.83,135,133.68,134.42,3614860,-0.001782266,0.17,123.9960022,124.1523422,122.9384081,123.6189469,3614860,-0.001782267,132.93,134.9,132.55,134.66,3137532,0.018223062,0.68,122.2486729,124.0603775,121.8992071,123.8396622,3137532,0.018223062,132.77,133.2313,131.69,132.25,2829188,-0.000982021,0.39,122.1015294,122.5257625,121.1083107,121.623313,2829188,-0.000982021,131.28,132.72,130.74,132.38,2435765,0.004858054,-0.46,120.7312554,122.055547,120.234646,121.7428671,2435765,0.004858054,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097
Neither,10/5/16,132.93,134.9,132.55,134.66,3137532,0.018223062,0.68,122.2486729,124.0603775,121.8992071,123.8396622,3137532,0.018223062,132.77,133.2313,131.69,132.25,2829188,-0.000982021,0.39,122.1015294,122.5257625,121.1083107,121.623313,2829188,-0.000982021,131.28,132.72,130.74,132.38,2435765,0.004858054,-0.46,120.7312554,122.055547,120.234646,121.7428671,2435765,0.004858054,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637
Bullish,10/4/16,132.77,133.2313,131.69,132.25,2829188,-0.000982021,0.39,122.1015294,122.5257625,121.1083107,121.623313,2829188,-0.000982021,131.28,132.72,130.74,132.38,2435765,0.004858054,-0.46,120.7312554,122.055547,120.234646,121.7428671,2435765,0.004858054,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046
Neither,10/3/16,131.28,132.72,130.74,132.38,2435765,0.004858054,-0.46,120.7312554,122.055547,120.234646,121.7428671,2435765,0.004858054,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197
Neither,9/30/16,132.09,132.63,131.2701,131.74,3117139,0.005418606,1.06,121.4761694,121.9727788,120.7221509,121.154293,3117139,0.005418607,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249
Neither,9/29/16,131.8,132.78,130.68,131.03,2199245,-0.009075096,-0.43,121.2094718,122.1107259,120.1794672,120.5013436,2199245,-0.009075097,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701
Bearish,9/28/16,131.59,132.36,130.59,132.23,1769529,0.006929638,0.27,121.016346,121.7244741,120.096699,121.60492,1769529,0.006929637,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188
Bullish,9/27/16,130.29,131.74,129.86,131.32,1939020,0.005744045,-0.28,119.8208049,121.154293,119.4253567,120.7680413,1939020,0.005744046,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753
Neither,9/26/16,131.07,131.58,130.43,130.57,2219885,-0.00918197,-0.71,120.5381295,121.0071495,119.9495555,120.078306,2219885,-0.00918197,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275
Bearish,9/23/16,131.25,132.2871,131.01,131.78,2330320,-0.00068249,-0.62,120.703666,121.6574319,120.4829507,121.1910789,2330320,-0.00068249,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423
Neither,9/22/16,131.45,132.48,131.17,131.87,3252392,0.010033701,0.89,120.8875954,121.8348318,120.6300942,121.2738471,3252392,0.010033701,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269
Bullish,9/21/16,128.18,130.63,128.18,130.56,3227758,0.021676187,0.39,117.8803498,120.1334849,117.8803498,120.0691096,3227758,0.021676188,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362
Bullish,9/20/16,127.95,128.5,127.57,127.79,2639279,0.002431754,0.47,117.668831,118.1746368,117.3193651,117.5216874,2639279,0.002431753,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891
Neither,9/19/16,127.5,128.3,127.27,127.48,3168098,0.006156275,0.8,117.2549898,117.9907074,117.043471,117.2365969,3168098,0.006156275,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653
Bullish,9/16/16,127.71,127.71,126.34,126.7,8035566,-0.008374423,-0.06,117.4481157,117.4481157,116.1881993,116.5192722,8035566,-0.008374423,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866
Bearish,9/15/16,127.57,128.46,126.9356,127.77,3476584,0.000783269,-0.1,117.3193651,118.1378509,116.7359411,117.5032945,3476584,0.000783269,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193
Neither,9/14/16,128.91,129.31,127.34,127.67,3955392,-0.008465362,0.15,118.5516921,118.9195508,117.1078463,117.4113298,3955392,-0.008465362,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776
Bearish,9/13/16,129.22,130.02,128.26,128.76,4552399,-0.010451891,-0.9,118.8367826,119.5725002,117.9539215,118.413745,4552399,-0.010451891,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424
Bearish,9/12/16,126.878,130.68,126.31,130.12,6381112,0.012370653,-1.652,116.6829694,120.1794672,116.1606099,119.6644649,6381112,0.012370653,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769
Bullish,9/9/16,131.94,131.94,128.52,128.53,4892944,-0.032881866,-0.96,121.3382224,121.3382224,118.1930297,118.2022262,4892944,-0.032881866,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246
Bearish,9/8/16,132.32,132.91,131.51,132.9,2618307,0.001960193,-0.32,121.6876882,122.23028,120.9427742,122.2210835,2618307,0.001960193,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759
Neither,9/7/16,132.48,133.08,132,132.64,2198386,-0.002631777,-0.51,121.8348318,122.38662,121.3934012,121.9819753,2198386,-0.002631776,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611
Neither,9/6/16,131.63,132.99,131.27,132.99,4151796,0.013952425,0.47,121.0531318,122.3038517,120.7220589,122.3038517,4151796,0.013952424,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929
Bullish,9/2/16,130.89,131.96,130.58,131.16,2631047,0.009699769,0.99,120.3725931,121.3566153,120.0875025,120.6208978,2631047,0.009699769,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946
Bullish,9/1/16,130.03,130.03,128.36,129.9,2807237,0.003476246,0.58,119.5816967,119.5816967,118.0458862,119.4621426,2807237,0.003476246,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755
Neither,8/31/16,130.83,130.83,129.14,129.45,3639176,-0.010396759,0.02,120.3174143,120.3174143,118.7632109,119.0483014,3639176,-0.010396759,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664
Bearish,8/30/16,133.19,133.44,130.68,130.81,3437290,-0.01572611,0.29,122.4877811,122.7176929,120.1794672,120.2990213,3437290,-0.01572611,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762
Bearish,8/29/16,132.72,133.58,132.32,132.9,2380035,0.005066929,0.49,122.055547,122.8464434,121.6876882,122.2210835,2380035,0.005066929,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045
Neither,8/26/16,133.5,134.08,131.82,132.23,1973740,-0.005639946,0.52,122.7728717,123.3062669,121.2278648,121.60492,1973740,-0.005639946,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149
Neither,8/25/16,133.3,133.3,132.42,132.98,1921322,-0.002325756,0.01,122.5889423,122.5889423,121.7796529,122.2946553,1921322,-0.002325755,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385
Neither,8/24/16,134.01,134.65,133.07,133.29,2133381,-0.006336663,-0.13,123.2418916,123.8304657,122.3774235,122.5797458,2133381,-0.006336664,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074
Bearish,8/23/16,135.32,136.37,133.6414,134.14,3481863,-0.006296763,0.33,124.4466292,125.4122585,122.9029098,123.3614458,3481863,-0.006296762,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878
