Trend_t+1,t,Open_t,High_t,Low_t,Close_t,Volume_t,Return_t,Gap_t,Adj_Open_t,Adj_High_t,Adj_Low_t,Adj_Close_t,Adj_Volume_t,Adj_Return_t,Open_t-1,High_t-1,Low_t-1,Close_t-1,Volume_t-1,Return_t-1,Gap_t-1,Adj_Open_t-1,Adj_High_t-1,Adj_Low_t-1,Adj_Close_t-1,Adj_Volume_t-1,Adj_Return_t-1,Open_t-2,High_t-2,Low_t-2,Close_t-2,Volume_t-2,Return_t-2,Gap_t-2,Adj_Open_t-2,Adj_High_t-2,Adj_Low_t-2,Adj_Close_t-2,Adj_Volume_t-2,Adj_Return_t-2,Open_t-3,High_t-3,Low_t-3,Close_t-3,Volume_t-3,Return_t-3,Gap_t-3,Adj_Open_t-3,Adj_High_t-3,Adj_Low_t-3,Adj_Close_t-3,Adj_Volume_t-3,Adj_Return_t-3,Open_t-4,High_t-4,Low_t-4,Close_t-4,Volume_t-4,Return_t-4,Gap_t-4,Adj_Open_t-4,Adj_High_t-4,Adj_Low_t-4,Adj_Close_t-4,Adj_Volume_t-4,Adj_Return_t-4,Open_t-5,High_t-5,Low_t-5,Close_t-5,Volume_t-5,Return_t-5,Gap_t-5,Adj_Open_t-5,Adj_High_t-5,Adj_Low_t-5,Adj_Close_t-5,Adj_Volume_t-5,Adj_Return_t-5
Bearish,8/22/16,134.3,135.67,133.84,134.99,2520722,0.004091044,-0.14,123.5085893,124.7685056,123.0855517,124.1431457,2520722,0.004091045,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511
Neither,8/19/16,134.5,135,133.84,134.44,1922645,-0.004148148,-0.5,123.6925187,124.1523422,123.0855517,123.6373398,1922645,-0.004148149,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188
Neither,8/18/16,134.72,135.96,134.53,135,2030826,0.002078385,0,123.894841,125.0352033,123.7201081,124.1523422,2030826,0.002078385,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999
Neither,8/17/16,134.85,134.99,134.111,134.72,2854630,-0.002074074,-0.15,124.0143951,124.1431457,123.334776,123.894841,2854630,-0.002074074,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256
Neither,8/16/16,134.15,135.21,133.4,135,2759206,0.002524877,-0.51,123.3706422,124.345468,122.680907,124.1523422,2759206,0.002524878,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894
Neither,8/15/16,133.7,135,133.55,134.66,2812634,0.011720511,0.6,122.9568011,124.1523422,122.818854,123.8396622,2812634,0.011720511,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992
Bullish,8/12/16,132.9,133.78,132.63,133.1,2522523,0.00075188,-0.1,122.2210835,123.0303728,121.9727788,122.4050129,2522523,0.00075188,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112
Neither,8/11/16,132.85,133.56,132.3,133,2275674,0.005443,0.57,122.1751011,122.8280505,121.6692953,122.3130482,2275674,0.005442999,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929
Neither,8/10/16,132.1,133.53,131.71,132.28,2642249,-0.002563716,-0.52,121.4853659,122.8004611,121.1267036,121.6509024,2642249,0.005655256,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672
Neither,8/9/16,132.73,132.99,132.23,132.62,3013939,0.003252894,0.54,121.0671386,121.3042926,120.6110731,120.9668042,3013939,0.003252894,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618
Neither,8/8/16,132.14,132.95,131.75,132.19,2443769,0.003491991,0.41,120.5289813,121.2678074,120.1732503,120.5745879,2443769,0.003491992,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751
Neither,8/5/16,132.21,132.44,131.01,131.73,3120136,0.003963113,1,120.5928305,120.8026206,119.4982734,120.1550076,3120136,0.003963112,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851
Neither,8/4/16,132,132.55,130.955,131.21,3009006,-0.005004929,0.13,120.401283,120.902955,119.4481062,119.6806996,3009006,-0.005004929,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559
Neither,8/3/16,131.77,132.4491,131.62,131.87,2359275,0.002051672,0.17,120.1914929,120.810921,120.0546732,120.282706,2359275,0.002051672,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369
Neither,8/2/16,132.95,133.4,131.35,131.6,3156760,-0.01208618,-0.26,121.2678074,121.6782663,119.8083979,120.0364306,3156760,-0.01208618,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383
Bearish,8/1/16,133.21,134.23,132.7,133.21,3067127,-0.003366751,-0.45,121.5049614,122.435335,121.0397746,121.5049614,3067127,-0.003366751,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093
Neither,7/29/16,133.05,133.8,132.3,133.66,3559058,0.004886851,0.04,121.3590205,122.0431187,120.6749223,121.9154203,3559058,0.004886851,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337
Neither,7/28/16,135.4,135.86,132.55,133.01,5142388,-0.021697558,-0.56,123.5025282,123.9221084,120.902955,121.3225352,5142388,-0.021697559,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135
Bearish,7/27/16,136.14,139.45,135.71,135.96,5657810,0.008231368,1.29,124.1775051,127.1966584,123.7852888,124.0133215,5657810,0.008231369,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566
Bullish,7/26/16,132.9,134.97,132.51,134.85,4666760,0.014367384,-0.04,121.2222008,123.1103119,120.8664698,123.0008561,4666760,0.014367383,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317
Bullish,7/25/16,133.18,133.3016,132.38,132.94,3078497,-0.00397093,-0.29,121.4775975,121.5885126,120.7478927,121.2586861,3078497,-0.00397093,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578
Neither,7/22/16,131.75,133.49,130.57,133.47,4844935,-0.000449337,-1.78,120.1732503,121.7603581,119.0969358,121.7421155,4844935,-0.000449337,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405
Neither,7/21/16,134.76,134.98,133.03,133.53,2853331,-0.008833135,0.04,122.9187644,123.1194332,121.3407779,121.7968433,2853331,-0.008833135,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559
Bearish,7/20/16,134.55,135.18,134.04,134.72,2669691,0.000445567,-0.11,122.7272169,123.3018594,122.2620301,122.8822791,2669691,0.000445566,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559,131.28,131.39,129.37,130.11,3061397,-0.005351273,0.47,119.7445487,119.8448831,118.0023786,118.6773555,3061397,-0.005351273
Neither,7/19/16,132.91,135.67,132.831,134.66,3390031,0.009218317,-0.52,121.2313221,123.7488035,121.1592638,122.8275513,3390031,0.009218317,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559,131.28,131.39,129.37,130.11,3061397,-0.005351273,0.47,119.7445487,119.8448831,118.0023786,118.6773555,3061397,-0.005351273,132.8,133,130.33,130.81,4317968,-0.009315359,0.76,121.1309877,121.3134139,118.8780243,119.3158472,4317968,-0.009315359
Bullish,7/18/16,132.38,133.89,131.95,133.43,3338398,0.007855578,-0.01,120.7478927,122.1252105,120.3556764,121.7056302,3338398,0.007855578,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559,131.28,131.39,129.37,130.11,3061397,-0.005351273,0.47,119.7445487,119.8448831,118.0023786,118.6773555,3061397,-0.005351273,132.8,133,130.33,130.81,4317968,-0.009315359,0.76,121.1309877,121.3134139,118.8780243,119.3158472,4317968,-0.009315359,130.84,133.25,130.8,132.04,3929575,0.014989623,0.75,119.3432111,121.5414467,119.3067259,120.4377682,3929575,0.014989622
Bullish,7/15/16,131.8,132.75,131.45,132.39,2940790,0.006385405,0.25,120.2188568,121.0853812,119.899611,120.7570141,2940790,0.006385405,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559,131.28,131.39,129.37,130.11,3061397,-0.005351273,0.47,119.7445487,119.8448831,118.0023786,118.6773555,3061397,-0.005351273,132.8,133,130.33,130.81,4317968,-0.009315359,0.76,121.1309877,121.3134139,118.8780243,119.3158472,4317968,-0.009315359,130.84,133.25,130.8,132.04,3929575,0.014989623,0.75,119.3432111,121.5414467,119.3067259,120.4377682,3929575,0.014989622,128.6,130.46,127.66,130.09,3597822,0.02296139,1.43,117.3000378,118.9966014,116.4426347,118.6591129,3597822,0.02296139
Bullish,7/14/16,131.63,131.9175,130.2,131.55,3979813,0.011067558,1.52,120.0637945,120.3260322,118.7594473,119.9908241,3979813,0.011067559,131.28,131.39,129.37,130.11,3061397,-0.005351273,0.47,119.7445487,119.8448831,118.0023786,118.6773555,3061397,-0.005351273,132.8,133,130.33,130.81,4317968,-0.009315359,0.76,121.1309877,121.3134139,118.8780243,119.3158472,4317968,-0.009315359,130.84,133.25,130.8,132.04,3929575,0.014989623,0.75,119.3432111,121.5414467,119.3067259,120.4377682,3929575,0.014989622,128.6,130.46,127.66,130.09,3597822,0.02296139,1.43,117.3000378,118.9966014,116.4426347,118.6591129,3597822,0.02296139,126.92,128.17,126.26,127.17,3050067,0.001654064,-0.04,115.7676579,116.9078215,115.1656514,115.9956906,3050067,0.001654064
